"","X","id","valence_mean","valence_std","arousal_mean","arousal_std","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","Radius","Angle","Emotion"
"11",11,18,-0.05,1.72,-0.275,1.37,0.0504577941782586,0.0338355919629057,0.0808713127253993,0.0974972488408037,-49.6153539737249,5.30398020324575,1.78988227176713,0.537101722308089,0.148334942040185,0.829943982998454,-0.245828017001546,-0.412760368109222,0.0164901092220505,0.0227667596599691,0.28388055615662,-0.171247924008243,0.178162222050489,0.000238760690365791,0.000233667439464194,0.00024697552807831,0.00026460200927357,0.000256732612055641,0.000255319680577022,0.000258550231839258,0.000260833075734158,0.000257178773827924,0.000250112055641422,0.000247660999484802,0.00024486218444101,1.36811898171046,2.2253198127254,0.0241806148892324,0.017206689077795,0.0827551463163318,0.0486883990211231,1.47743079134467,0.797628885625966,0.667336666151468,0.640729142452344,0.568788441782586,0.5422676249356,0.56303137171561,0.542009420144256,0.497419625450799,0.508095928387429,0.483151552292633,0.437958591190108,0.430503887171561,0.00016763961875322,0.000157448737764039,0.0001613866563627,0.000176502318392581,0.000179400566718187,0.000186721277691911,0.000192889232354456,0.000194738021638331,0.000193087068521381,0.000186555126223596,0.000180752704791345,0.000176146316331788,0.180068476816074,0.810536669500258,0.279508497187474,259.695153531234,"Bored"
"12",12,19,0.225,1.64,-0.175,1.9,0.0443756104666151,0.0271177236401134,0.119153072183552,0.102469092549626,-43.2003141936066,6.2047190974478,-0.701516062129415,1.41326837844805,-0.260648317092034,0.47130327094612,-0.209584942253158,0.458646964939417,0.0571681149780871,0.112215812322764,0.293498978860531,-0.0120507664346481,0.105630504511472,0.00265898195411188,0.00245455942253158,0.00238158726475896,0.0026257504511472,0.00281161381799433,0.00300989816963135,0.00315971951533901,0.00326299329724156,0.00325216524877546,0.00310764990977056,0.00297384712554782,0.00285001160092807,1.25793380020624,1.72889670610982,0.0166630690899716,0.0115600897138438,0.159655803042021,0.0516553928847641,1.09832886078886,0.730610189997422,0.611978054137664,0.579152144882702,0.559768463779325,0.558050928074246,0.532299579788605,0.522749749162155,0.496549776230987,0.480956712296984,0.483280798917247,0.462099021139469,0.443384959525651,0.00257182650167569,0.00239521371487497,0.00234382134570766,0.00254284841453983,0.00270829105439546,0.00285399071925754,0.00295925908739366,0.00300501134312967,0.00299564475380253,0.00296032895076051,0.00286584222737819,0.00273293606599639,0.138318478731632,0.425881160092807,0.285043856274785,322.125016348902,"Calm"
"13",13,20,0.1,2.5,0.375,2.11,0.0703081992781645,0.0450273042021139,0.133015950760505,0.0982410902294406,-46.6556815042537,3.96078426604795,0.235270593194122,2.18548739752514,0.117927596287703,0.234686698633668,-0.0316590030935808,-0.0485672186130446,0.0391469930394432,-0.17085889352926,0.101313714359371,0.449503662799691,0.173869581077597,0.000868994844031967,0.000775965970610982,0.000670558906934777,0.000777560195926785,0.000840602732663057,0.000968528744521784,0.00094810466615107,0.000849093323021397,0.000746521526166538,0.000743466357308585,0.000852751482340809,0.000855290281000258,1.64476308945605,4.55147266228409,0.0280139708687806,0.0219329208558907,0.134893755864914,0.0469532781644754,2.78181735653519,1.24226154653261,0.874249896365043,0.724595065480794,0.641027533384893,0.558913637793246,0.574048498582109,0.558900022428461,0.598780864398041,0.558876505284867,0.532338980922918,0.542617540603248,0.497781642949214,0.000709558649136375,0.00063140938386182,0.00053769837587007,0.000623358597576695,0.000651217066254189,0.000748334106728538,0.000746020881670534,0.000710620778551173,0.00065010157257025,0.000654584686774942,0.000791059035833978,0.00071512193864398,0.39936805491106,3.85621599845321,0.388104367406501,75.0685828218627,"Happy"
"14",14,21,0.4,0.92,0.325,1.42,0.0424791841834106,0.0287500115919629,0.0501262959814529,0.10247005306543,-42.9127576429675,6.33348501906234,0.580549203503349,0.760020588871716,-0.335930347243689,0.635280386913962,0.31546083745492,-0.00483843663060278,-0.30380760922205,0.251901167439464,0.421340489438434,-0.0722842395672334,-0.0916917717671304,0.00147213961875322,0.00152567207624936,0.00160751287995878,0.00175852627511592,0.00184956414219475,0.00192579263266358,0.00196681014940752,0.00202836321483771,0.00198880577022154,0.00179390056671819,0.00166378541988666,0.00150948995363215,1.36841464837713,2.12298939747553,0.0151708897475528,0.00879064811952602,0.0224928598660484,0.0571645834621329,1.77639503967027,0.932083639361154,0.572693821483771,0.525166030139104,0.484134858835652,0.499424304739825,0.461007444358578,0.492663377640392,0.471523487120041,0.447790039670273,0.461447060020608,0.437613512879959,0.400836548686244,0.000779698351365276,0.000843675167439464,0.000910840546110252,0.000991243688820196,0.00098849639361154,0.000975021380731582,0.000978999484801649,0.00101021741370428,0.000989752447192169,0.000878111025244719,0.000810855486862442,0.000763533487892839,0.168220880473982,0.645370901854714,0.515388203202207,39.0938588862295,"Pleased"
"15",15,22,-0.25,1.34,-0.05,1.47,0.041267127094612,0.0265940198504769,0.0721859597834493,0.105031941221964,-46.7392625295179,5.88971605336427,-0.803895048981696,1.93068511188451,-0.199929456303171,0.50352003866976,0.301863977313741,0.406633910801753,0.222825428203145,0.0142721018303687,0.296236870843001,-0.205850178912091,-0.0862371430781129,0.000729007476153648,0.000686219128641402,0.000678342871874194,0.000739267852539314,0.000782831657643723,0.000830824181490075,0.000847496004124774,0.000859461201340552,0.000830909512761021,0.00079446713070379,0.000769661252900232,0.000748173756122712,1.28822048981696,1.81169992162929,0.0147781655065739,0.00996824104150554,0.0620617826759474,0.053880183552462,1.38424832508378,0.906370387470998,0.689432613560196,0.646032820572312,0.59903612425883,0.540064678267595,0.5436331936066,0.523248769786027,0.519822684970353,0.51057769682908,0.4869344354215,0.461073655839134,0.430625179685486,0.000593803299819541,0.000565603248259861,0.000577217066254189,0.0006617656612529,0.000718118587264759,0.000756297757153906,0.000776492394947151,0.000779170920340294,0.000756477442639856,0.000711804331013148,0.000666994070636762,0.000623810260376386,0.155727253931426,0.497543820056716,0.254950975679639,191.30993247402,"Sad"
"16",16,24,0.075,1.62,-0.275,1.76,0.0448218760947965,0.0334143086038125,0.0649937764039155,0.0983528469860896,-44.7013939482226,4.48237271689851,0.903494560020608,1.2998131244204,-0.223140352395672,0.469461589902112,0.263675048428645,0.152239273055126,-0.183748890262751,-0.590581092993302,-0.677187493560021,-0.162913629057187,-0.16358209994848,0.00110612261720763,0.00101011514683153,0.000956014683153014,0.000977442812982998,0.000967574188562597,0.0010381620298815,0.00117408165893869,0.00126642890262751,0.00126066563626996,0.00122442323544565,0.00121314657393096,0.00119383616692427,1.61581090211231,4.57532309170531,0.0138588930963421,0.0105814095826893,0.0371328835651726,0.0467642104585265,1.28830836682123,0.76491256568779,0.633479140906749,0.624081962132921,0.604806935600206,0.564435101751674,0.557179108964451,0.572795229778465,0.52965720324575,0.549823960844925,0.516293580370943,0.504879974497682,0.473674816074189,0.000504925296239052,0.000457035291087069,0.000445757599175683,0.000482928902627512,0.000482641679546625,0.0005242171561051,0.000602896702730551,0.000655471148892324,0.000646400309119011,0.000612476300875837,0.000576153529108707,0.000549481968057702,0.273861330499742,2.53424496007213,0.285043856274785,285.255118703058,"Relaxed"
"17",17,25,0.725,0.7,-0.075,2.53,0.0581729703760948,0.0383618997939207,0.279196553838228,0.0991528031942298,-44.6777595880989,2.50330857496136,-0.0516916566202988,1.55320756439979,0.0313660345182895,0.41328323132406,0.446111669500258,0.581076515198351,0.0612525767645544,0.516996226172076,-0.116402805770222,0.319332244461618,-0.127536184956208,0.00093916228748068,0.000835514167954663,0.000807209685729006,0.000914475012879959,0.000965784904688305,0.00104900360638846,0.00113512467800103,0.00117359685729006,0.0011583590932509,0.00112054714064915,0.00108668804739825,0.00101807959814529,1.36039251700155,2.08731313833076,0.0176719412673879,0.0145241146316332,0.203555587326121,0.0462257642967542,1.42354027949511,0.76992554997424,0.649968408552293,0.594065945131376,0.57803363137558,0.544476222050489,0.528557513910355,0.523265594796497,0.529345651725915,0.506503122102009,0.504751454404946,0.475988727202473,0.469910279495106,0.000561987120041216,0.00051985857805255,0.000515183410613086,0.000568289799072643,0.000597017774343122,0.000632915507470376,0.000665151468315301,0.000683159453889748,0.000681589902112313,0.000665805255023184,0.000641159969088099,0.000602052550231839,0.192672505151984,0.653775218959299,0.728868986855663,354.093858886229,"Peaceful"
"18",18,31,-0.075,1.55,-0.3,1.54,0.0579780794019077,0.0338405774684197,0.188597280484661,0.0986623065222996,-47.7097754962619,3.86005224465068,0.290432383088425,0.368467868265017,0.836820564062903,0.854069000515597,0.712818838618201,0.456325821087909,0.0789747362722351,0.191726393658159,0.445730805620005,0.0772109894302655,-0.0303223330755349,0.000819991492652746,0.000776540087651457,0.000759963134828564,0.000844778035576179,0.000930032482598608,0.0010201724671307,0.00106580304202114,0.00107850296468162,0.00106818870843001,0.00102619205980923,0.000952921113689095,0.00088400773395205,1.43175885692189,2.73458329749936,0.0249177641144625,0.0187006029904615,0.204783666408868,0.0500997326630575,1.81951768909513,0.812387357566383,0.762998070121165,0.652568432585718,0.586025401134313,0.621075066511988,0.604815266821346,0.577585201082753,0.569253276102088,0.548255691415313,0.512682419180201,0.494069895076051,0.44888131296726,0.000971425882959526,0.000845191544212426,0.00081130007733952,0.000954482083011085,0.00109740474349059,0.00123827455529776,0.00135540164990977,0.0014286243877288,0.00143464939417376,0.00136935808197989,0.00124957050786285,0.00111095978344934,0.28167176127868,1.59422475225574,0.309232921921325,255.963756532074,"Bored"
"19",19,32,-0.2,1.78,-0.425,1.49,0.065184597576695,0.0554691018303686,0.0981927476153648,0.105018851765919,-41.4693223779325,5.83183639932972,-3.22881457772622,1.98156602758443,-0.956553556071152,0.526626456303171,0.652410176591905,0.059071568703274,-0.445712005155968,0.234081568961072,-0.0131381464294921,-0.258124532869296,0.62316327094612,0.00175465042536736,0.00153247718484145,0.00188075251353442,0.0023491087909255,0.00215179247228667,0.00216644547563805,0.00226243232791957,0.00247690126321217,0.00221030755349317,0.00239410415055427,0.00237113585975767,0.00201621087909255,2.07446602913122,6.2282385488528,0.0105194258829595,0.0106031108533127,0.0138433036865171,0.0603603529260119,1.19651652229956,0.774556074503738,0.590617151069863,0.677056071925754,0.627049318896623,0.549535634441866,0.603057116782676,0.524154655581335,0.531134712554782,0.515154593194122,0.446031759216293,0.437003890177881,0.433664171951534,0.00127590048981696,0.000923581335395721,0.001058155968033,0.00135067465841712,0.00122215880381542,0.00113712090745037,0.00128013302397525,0.00154844263985563,0.00150419180201083,0.00177959242072699,0.00182500592936324,0.00159692085589069,0.497435363237948,4.09756871539056,0.469707355701398,244.798876354525,"Bored"
"20",20,35,-0.05,2.14,0.375,2.11,0.0402554601906725,0.0289172576655501,0.0738276413295542,0.105892418964184,-45.1644159448596,6.04963443468178,0.677104657304818,0.552290692604999,0.769840989178047,1.10189105488276,-0.112862203298119,0.154362712702912,-0.403524766812677,-0.00827258309713991,0.165640896418449,-0.0387472151507344,0.210251031177532,0.00219181937644937,0.00209542669415099,0.0020418920381345,0.00215624555526926,0.00230659572275187,0.00252276732800825,0.00273985596495749,0.00299223679464056,0.00300600541097655,0.00262756119556815,0.00233218758052048,0.00222431486730224,1.5771678234991,4.55459553542901,0.0189058348363824,0.0130971880958516,0.0816285676372069,0.0543653988662716,3.34255316181397,1.23901208193764,0.989958606544705,0.808949192476166,0.720248711929915,0.674551167997939,0.674141352486473,0.642530160267972,0.561678729708838,0.574149635918578,0.56452337000773,0.519207133213089,0.495285456583355,0.00137713991239371,0.00129878175727905,0.00128481293481062,0.0013381100231899,0.00134890930172636,0.00146357253285236,0.00158850811646483,0.00178083870136563,0.00182752666838444,0.00157170806493172,0.00144260525637722,0.00138979670188096,0.287361501674826,3.57178573975779,0.378318648760539,97.5946433685914,"Annoying"
"21",21,37,0.4,2.11,0.075,2,0.0467829046145914,0.0301553838618201,0.125488731374065,0.100340351894818,-44.2844834893014,4.10341648234081,-0.266522058778036,1.8128435168858,-0.41079968058778,0.412901754318123,0.0703414039700954,0.476463956689869,-0.265482476153648,0.180836376385666,0.0978400755349317,0.144189794276875,0.182666474606857,0.000956386955400877,0.000898877803557618,0.000921160608404228,0.00101937741686002,0.00109325779840165,0.00119845862335654,0.0012831716937355,0.00133474245939675,0.00130735344160866,0.00120951997937613,0.00111282057231245,0.00103452848672338,1.31464960092807,1.99362339443155,0.0179044748646558,0.012182098221191,0.128997099767981,0.0488122995617427,1.49444954163444,0.803655541634442,0.682666362980149,0.662955871358598,0.600603137922145,0.550569256251611,0.542237658674916,0.546502976024749,0.507386390048982,0.500213489043568,0.487788934777004,0.463215585717969,0.418371926785254,0.000629464552719773,0.000602626965712813,0.000624544212425883,0.000680793503480278,0.000690141531322506,0.000721596029904615,0.000764197215777262,0.0008099218870843,0.000807963650425367,0.000746670791441093,0.000702600412477443,0.000665811807166796,0.157868872131993,0.64430362258314,0.406970514902493,10.6196552761552,"Excited"
"22",22,39,0.575,1.85,0.1,2.37,0.0837358013910355,0.0703166427099433,0.134946635754766,0.102936853426069,-40.8403454675425,2.59590656697579,-1.19368342297785,1.26395176713035,-0.484131670015456,0.680834257599176,-0.373322458526533,-0.249290663575477,-0.424040944358578,0.227772494848016,0.299809254765585,0.278170631890778,0.123168281555899,0.00102968650180319,0.000926573673364245,0.00099009247810407,0.000967390262751159,0.00101145157135497,0.00130529057187017,0.00156094049459042,0.00181808706852138,0.00182251391035549,0.00171998866563627,0.00131269036579083,0.00102985522926327,2.21505828387429,12.8594750607934,0.0154468114374034,0.0162001968057702,0.028321199381762,0.0572155687789799,1.46956670865533,0.821743526017517,0.742510506955178,0.599641783874292,0.584818347243689,0.553161069551777,0.544872501287996,0.546070484801649,0.524552323286965,0.540893813498197,0.558730837197321,0.52428605306543,0.479223370170015,0.000774232869654817,0.000687832818134982,0.000703101236476043,0.000715736218444101,0.000706202215352911,0.00080715868109222,0.000884061566202988,0.0010622246264812,0.00117293508500773,0.00100830886141164,0.00087694332818135,0.000790486347243689,0.502744819938176,10.7730420352911,0.583630876496438,9.86580694308437,"Excited"
"23",23,40,-0.1,1.28,-0.05,1.54,0.0324620574594177,0.0220042458129348,0.0853063437258439,0.101829083998969,-49.6678759203813,6.09543414455037,0.548427462509662,1.42837934887915,0.352864172378253,0.269174342437516,0.0519096998196341,0.306639147127029,-0.0185455614532337,-0.0285721636176243,0.22853020381345,0.238622180881216,0.109006793094563,0.000468116207163102,0.00043395516619428,0.000435692604998712,0.000477320535944344,0.000514759598041742,0.000558503993816027,0.000589247358928111,0.000608098943571245,0.000593950528214378,0.000548013913939706,0.000516217727389848,0.000494581035815511,1.32254437928369,2.0737990471528,0.0151523097139912,0.00938452538005669,0.12027632775058,0.0528533769646998,1.59334798582839,0.953540860345272,0.647673364596753,0.635809640814223,0.593837408915228,0.541386453749034,0.542342321308941,0.506272308167998,0.485440680237052,0.473158638752899,0.456556862406596,0.449129729193507,0.407068874259212,0.000301986343725844,0.000272408399896934,0.000272263849523319,0.000300881216181397,0.000321574078845658,0.000355971656789487,0.000383386498325174,0.000402550888946148,0.00040026616851327,0.000367181911878382,0.000344092759598042,0.000326014429270806,0.154915926307653,0.696681130378768,0.11180339887499,206.565051177078,"Sad"
